Transaction ID,Item_Cake,Item_Coffee,Item_Cookie,Item_Juice,Item_Salad,Item_Sandwich,Item_Smoothie,Item_Tea,Payment Method_Cash,Payment Method_Credit Card,Payment Method_Digital Wallet,Transaction Date,Location_encoded,Quantity_scaled,Price Per Unit_scaled,Total Spent_scaled
TXN_4801617,0,0,0,1,0,0,0,0,1,0,0,2023-04-02,1,1.0,0.5,0.5833333333333333
TXN_1365285,0,0,0,1,0,0,0,0,0,1,0,2023-06-11,1,1.0,0.5,0.5833333333333333
TXN_3189677,0,0,0,0,0,0,1,0,0,1,0,2023-01-11,0,0.0,0.75,0.125
TXN_3375399,0,0,1,0,0,0,0,0,0,0,1,2023-05-21,1,0.0,0.0,0.0
TXN_9315755,1,0,0,0,0,0,0,0,1,0,0,2023-09-26,1,1.0,0.5,0.5833333333333333
TXN_6853678,0,0,1,0,0,0,0,0,0,0,1,2023-07-23,1,0.75,0.0,0.125
TXN_6530886,0,1,0,0,0,0,0,0,0,1,0,2023-10-21,0,0.0,0.25,0.041666666666666664
TXN_3530720,0,0,0,0,0,0,1,0,0,0,1,2023-10-18,0,1.0,0.75,0.7916666666666666
TXN_3716067,0,0,0,0,0,0,0,1,0,1,0,2023-05-13,0,1.0,0.125,0.2708333333333333
TXN_1410102,0,0,0,0,1,0,0,0,1,0,0,2023-06-23,0,0.0,1.0,0.16666666666666666
TXN_6977098,0,0,0,1,0,0,0,0,0,1,0,2023-06-09,0,1.0,0.5,0.5833333333333333
TXN_7735237,1,0,0,0,0,0,0,0,0,0,1,2023-01-13,0,0.25,0.5,0.20833333333333331
TXN_7510766,0,1,0,0,0,0,0,0,0,1,0,2023-07-24,0,0.5,0.25,0.20833333333333331
TXN_3352256,0,0,0,0,0,1,0,0,0,1,0,2023-09-08,1,0.25,0.75,0.29166666666666663
TXN_8494538,1,0,0,0,0,0,0,0,0,0,1,2023-11-08,1,0.75,0.5,0.4583333333333333
TXN_8676769,0,0,0,0,1,0,0,0,0,0,1,2023-06-16,0,0.5,1.0,0.5833333333333333
TXN_5282529,0,0,0,0,0,0,0,1,0,1,0,2023-04-13,1,1.0,0.125,0.2708333333333333
TXN_9495930,0,1,0,0,0,0,0,0,0,0,1,2023-10-23,1,0.25,0.25,0.125
TXN_3514492,0,0,0,1,0,0,0,0,0,0,1,2023-02-23,0,0.5,0.5,0.3333333333333333
TXN_1349215,0,0,0,0,0,0,1,0,0,0,1,2023-02-06,1,0.0,0.75,0.125
TXN_7223646,0,0,1,0,0,0,0,0,0,1,0,2023-09-19,0,1.0,0.0,0.16666666666666666
TXN_4033982,0,0,0,0,0,0,0,1,0,1,0,2023-01-04,1,0.25,0.125,0.08333333333333333
TXN_1842697,1,0,0,0,0,0,0,0,0,0,1,2023-10-25,0,1.0,0.5,0.5833333333333333
TXN_4227337,0,0,0,0,0,0,0,1,0,0,1,2023-12-15,1,0.75,0.125,0.20833333333333331
TXN_5790213,0,0,0,1,0,0,0,0,1,0,0,2023-08-30,1,0.5,0.5,0.3333333333333333
TXN_3546261,0,0,0,0,0,0,0,1,0,0,1,2023-03-20,1,0.5,0.125,0.14583333333333331
TXN_7119228,0,0,0,1,0,0,0,0,0,0,1,2023-10-09,1,0.75,0.5,0.4583333333333333
TXN_3334257,0,0,0,0,0,1,0,0,1,0,0,2023-06-10,0,0.25,0.75,0.29166666666666663
TXN_5665767,0,0,0,0,0,0,0,1,1,0,0,2023-08-22,0,0.75,0.125,0.20833333333333331
TXN_4527464,0,0,0,0,0,0,0,1,1,0,0,2023-08-09,0,0.75,0.125,0.20833333333333331
TXN_1011236,1,0,0,0,0,0,0,0,1,0,0,2023-02-08,0,0.0,0.5,0.08333333333333333
TXN_8293691,0,1,0,0,0,0,0,0,0,0,1,2023-06-30,1,0.75,0.25,0.29166666666666663
TXN_7463011,0,0,0,0,0,1,0,0,0,1,0,2023-01-22,0,0.25,0.75,0.29166666666666663
TXN_6872268,0,0,0,1,0,0,0,0,0,0,1,2023-01-07,0,0.25,0.5,0.20833333333333331
TXN_3999554,0,1,0,0,0,0,0,0,0,1,0,2023-09-13,1,0.0,0.25,0.041666666666666664
TXN_9942247,0,1,0,0,0,0,0,0,1,0,0,2023-10-15,1,0.25,0.25,0.125
TXN_3687300,0,0,1,0,0,0,0,0,0,1,0,2023-02-17,0,0.25,0.0,0.041666666666666664
TXN_6113452,0,0,0,0,0,1,0,0,1,0,0,2023-09-21,1,0.25,0.75,0.29166666666666663
TXN_1752617,0,0,0,0,0,0,0,1,0,0,1,2023-09-05,1,1.0,0.125,0.2708333333333333
TXN_1949789,0,0,0,0,1,0,0,0,0,0,1,2023-11-07,1,0.25,1.0,0.375
TXN_7386089,0,0,0,0,0,1,0,0,1,0,0,2023-07-15,0,0.25,0.75,0.29166666666666663
TXN_6751134,0,0,0,0,0,1,0,0,1,0,0,2023-01-12,1,0.5,0.75,0.4583333333333333
TXN_2731270,1,0,0,0,0,0,0,0,1,0,0,2023-05-31,1,0.0,0.5,0.08333333333333333
TXN_8830813,0,1,0,0,0,0,0,0,1,0,0,2023-06-18,0,0.0,0.25,0.041666666666666664
TXN_2548248,1,0,0,0,0,0,0,0,0,1,0,2023-06-28,1,0.75,0.5,0.4583333333333333
TXN_3026930,1,0,0,0,0,0,0,0,1,0,0,2023-03-23,0,0.25,0.5,0.20833333333333331
TXN_2824366,0,0,0,0,0,1,0,0,1,0,0,2023-07-02,0,0.75,0.75,0.625
TXN_2801651,0,0,0,1,0,0,0,0,0,0,1,2023-07-10,1,0.75,0.5,0.4583333333333333
TXN_5005592,0,1,0,0,0,0,0,0,0,1,0,2023-06-05,0,0.0,0.25,0.041666666666666664
TXN_8284313,0,0,0,0,1,0,0,0,0,0,1,2023-11-20,0,1.0,1.0,1.0
TXN_8058026,0,0,0,0,0,0,0,1,0,0,1,2023-05-19,1,0.0,0.125,0.020833333333333332
TXN_2182790,0,0,0,0,0,0,0,1,0,1,0,2023-05-05,1,1.0,0.125,0.2708333333333333
TXN_7251929,0,0,0,0,1,0,0,0,0,0,1,2023-01-31,0,0.25,1.0,0.375
TXN_2145530,0,0,0,0,0,1,0,0,0,0,1,2023-10-08,0,0.5,0.75,0.4583333333333333
TXN_4159861,0,0,0,1,0,0,0,0,0,0,1,2023-03-20,1,0.0,0.5,0.08333333333333333
TXN_4600614,0,0,0,0,0,1,0,0,0,0,1,2023-01-27,1,0.5,0.75,0.4583333333333333
TXN_1853298,0,0,1,0,0,0,0,0,0,1,0,2023-01-02,1,1.0,0.0,0.16666666666666666
TXN_6600858,0,0,0,0,0,1,0,0,1,0,0,2023-03-27,0,0.5,0.75,0.4583333333333333
TXN_7494793,0,0,0,0,0,0,1,0,1,0,0,2023-12-29,1,1.0,0.75,0.7916666666666666
TXN_3968170,0,0,0,0,1,0,0,0,1,0,0,2023-08-05,0,0.0,1.0,0.16666666666666666
TXN_4628310,0,0,0,1,0,0,0,0,0,1,0,2023-04-20,1,0.75,0.5,0.4583333333333333
TXN_6110009,0,0,0,1,0,0,0,0,0,0,1,2023-12-26,1,1.0,0.5,0.5833333333333333
TXN_8996187,0,0,0,0,1,0,0,0,0,1,0,2023-09-28,0,0.25,1.0,0.375
TXN_3544792,0,0,0,0,0,1,0,0,0,0,1,2023-06-27,1,0.0,0.75,0.125
TXN_2353057,1,0,0,0,0,0,0,0,1,0,0,2023-08-04,1,0.5,0.5,0.3333333333333333
TXN_6013295,0,0,0,1,0,0,0,0,1,0,0,2023-11-07,1,0.25,0.5,0.20833333333333331
TXN_3200195,0,0,0,1,0,0,0,0,0,0,1,2023-05-04,0,0.5,0.5,0.3333333333333333
TXN_4860027,0,0,1,0,0,0,0,0,0,0,1,2023-07-28,1,1.0,0.0,0.16666666666666666
TXN_3509437,0,0,0,0,0,0,1,0,0,0,1,2023-12-06,0,0.75,0.75,0.625
TXN_5442505,1,0,0,0,0,0,0,0,0,0,1,2023-09-07,1,0.75,0.5,0.4583333333333333
TXN_4708410,1,0,0,0,0,0,0,0,0,0,1,2023-10-08,0,0.75,0.5,0.4583333333333333
TXN_4847617,0,0,0,0,0,1,0,0,0,1,0,2023-08-04,1,0.75,0.75,0.625
TXN_1898329,1,0,0,0,0,0,0,0,1,0,0,2023-04-12,0,1.0,0.5,0.5833333333333333
TXN_2508266,0,0,1,0,0,0,0,0,0,0,1,2023-01-28,1,0.0,0.0,0.0
TXN_1945918,0,0,0,1,0,0,0,0,0,0,1,2023-09-12,1,0.25,0.5,0.20833333333333331
TXN_8147057,0,0,0,1,0,0,0,0,0,0,1,2023-08-21,0,0.0,0.5,0.08333333333333333
TXN_9546556,0,0,0,1,0,0,0,0,1,0,0,2023-08-18,0,1.0,0.5,0.5833333333333333
TXN_4935258,1,0,0,0,0,0,0,0,0,1,0,2023-09-14,1,0.25,0.5,0.20833333333333331
TXN_5588239,0,0,1,0,0,0,0,0,0,0,1,2023-03-31,1,0.0,0.0,0.0
TXN_6575599,0,1,0,0,0,0,0,0,0,0,1,2023-10-09,1,1.0,0.25,0.375
TXN_9382156,0,0,0,0,0,0,0,1,0,0,1,2023-06-02,1,1.0,0.125,0.2708333333333333
TXN_1229376,1,0,0,0,0,0,0,0,0,0,1,2023-08-14,0,0.5,0.5,0.3333333333333333
TXN_1732216,0,1,0,0,0,0,0,0,0,0,1,2023-08-30,1,0.5,0.25,0.20833333333333331
TXN_1756717,0,0,0,0,0,0,1,0,0,1,0,2023-01-22,0,0.5,0.75,0.4583333333333333
TXN_8188857,1,0,0,0,0,0,0,0,1,0,0,2023-12-21,0,0.0,0.5,0.08333333333333333
TXN_9783697,0,0,0,0,0,1,0,0,0,0,1,2023-07-14,1,0.0,0.75,0.125
TXN_6991253,0,0,0,1,0,0,0,0,0,0,1,2023-12-13,0,0.5,0.5,0.3333333333333333
TXN_7177487,0,0,0,0,0,0,0,1,0,1,0,2023-09-07,0,0.75,0.125,0.20833333333333331
TXN_8444245,0,0,0,1,0,0,0,0,1,0,0,2023-01-30,0,0.0,0.5,0.08333333333333333
TXN_3224756,1,0,0,0,0,0,0,0,0,1,0,2023-11-20,1,0.25,0.5,0.20833333333333331
TXN_3421456,1,0,0,0,0,0,0,0,0,0,1,2023-09-05,1,0.0,0.5,0.08333333333333333
TXN_9421618,1,0,0,0,0,0,0,0,1,0,0,2023-02-21,1,0.5,0.5,0.3333333333333333
TXN_9054741,0,0,0,1,0,0,0,0,0,1,0,2023-06-24,1,0.0,0.5,0.08333333333333333
TXN_9063299,1,0,0,0,0,0,0,0,0,0,1,2023-06-15,0,0.75,0.5,0.4583333333333333
TXN_4318159,0,1,0,0,0,0,0,0,0,0,1,2023-03-30,1,0.75,0.25,0.29166666666666663
TXN_8127390,0,0,0,0,0,0,0,1,0,0,1,2023-01-19,0,0.5,0.125,0.14583333333333331
TXN_9682798,1,0,0,0,0,0,0,0,1,0,0,2023-09-15,0,0.5,0.5,0.3333333333333333
TXN_9716971,0,0,0,0,1,0,0,0,0,0,1,2023-06-21,1,0.75,1.0,0.7916666666666666
TXN_7827797,0,0,0,0,1,0,0,0,1,0,0,2023-06-30,1,0.5,1.0,0.5833333333333333
TXN_4343391,0,0,1,0,0,0,0,0,1,0,0,2023-06-01,1,1.0,0.0,0.16666666666666666
TXN_6877186,0,0,1,0,0,0,0,0,0,1,0,2023-12-05,0,0.25,0.0,0.041666666666666664
TXN_8162049,0,0,0,0,0,1,0,0,0,0,1,2023-11-04,1,0.0,0.75,0.125
TXN_6559173,0,0,0,0,0,0,1,0,0,0,1,2023-08-09,0,1.0,0.75,0.7916666666666666
TXN_9818498,0,0,0,0,0,0,1,0,0,1,0,2023-09-01,1,0.5,0.75,0.4583333333333333
TXN_2520102,0,1,0,0,0,0,0,0,0,0,1,2023-03-08,1,0.0,0.25,0.041666666666666664
TXN_9155044,0,0,0,0,0,1,0,0,0,1,0,2023-02-28,0,0.5,0.75,0.4583333333333333
TXN_5625110,0,0,0,0,1,0,0,0,0,0,1,2023-11-07,1,0.5,1.0,0.5833333333333333
TXN_3923375,1,0,0,0,0,0,0,0,0,1,0,2023-12-05,1,1.0,0.5,0.5833333333333333
TXN_8706498,0,0,0,0,0,0,1,0,0,0,1,2023-05-08,0,1.0,0.75,0.7916666666666666
TXN_1188596,0,0,0,1,0,0,0,0,1,0,0,2023-10-24,1,0.0,0.5,0.08333333333333333
TXN_8085790,0,0,1,0,0,0,0,0,1,0,0,2023-10-27,1,0.75,0.0,0.125
TXN_3113823,0,0,0,0,1,0,0,0,0,0,1,2023-03-01,0,1.0,1.0,1.0
TXN_3423451,0,0,0,0,1,0,0,0,1,0,0,2023-10-11,1,0.75,1.0,0.7916666666666666
TXN_8010863,0,1,0,0,0,0,0,0,1,0,0,2023-06-30,0,0.25,0.25,0.125
TXN_6154626,0,0,0,0,0,0,1,0,0,1,0,2023-05-06,1,1.0,0.75,0.7916666666666666
TXN_5841004,0,0,1,0,0,0,0,0,0,1,0,2023-04-28,0,0.25,0.0,0.041666666666666664
TXN_2886223,0,0,0,0,0,1,0,0,0,1,0,2023-07-24,1,1.0,0.75,0.7916666666666666
TXN_6047742,0,0,0,0,0,0,1,0,0,0,1,2023-12-11,0,1.0,0.75,0.7916666666666666
TXN_5086795,0,0,0,0,1,0,0,0,1,0,0,2023-04-29,0,0.0,1.0,0.16666666666666666
TXN_1943186,0,0,0,0,1,0,0,0,1,0,0,2023-12-16,0,0.25,1.0,0.375
TXN_9600016,0,0,1,0,0,0,0,0,1,0,0,2023-05-06,1,0.75,0.0,0.125
TXN_7397017,0,0,0,0,1,0,0,0,0,0,1,2023-11-20,1,0.5,1.0,0.5833333333333333
TXN_4305997,0,0,0,0,0,0,0,1,0,1,0,2023-11-22,0,0.5,0.125,0.14583333333333331
TXN_4364374,0,0,0,0,0,1,0,0,1,0,0,2023-04-20,0,0.25,0.75,0.29166666666666663
TXN_7031347,0,0,0,1,0,0,0,0,0,1,0,2023-06-09,1,0.75,0.5,0.4583333333333333
TXN_9703331,1,0,0,0,0,0,0,0,1,0,0,2023-09-09,1,0.25,0.5,0.20833333333333331
TXN_3851247,1,0,0,0,0,0,0,0,0,1,0,2023-11-23,0,0.0,0.5,0.08333333333333333
TXN_6666679,0,0,0,1,0,0,0,0,0,0,1,2023-08-25,0,0.25,0.5,0.20833333333333331
TXN_5683213,0,0,0,0,0,0,1,0,0,1,0,2023-10-30,0,0.25,0.75,0.29166666666666663
TXN_2052609,1,0,0,0,0,0,0,0,0,1,0,2023-06-23,1,0.75,0.5,0.4583333333333333
TXN_6557825,0,0,0,0,0,0,0,1,1,0,0,2023-05-07,0,0.5,0.125,0.14583333333333331
TXN_6228999,0,0,1,0,0,0,0,0,1,0,0,2023-02-07,1,1.0,0.0,0.16666666666666666
TXN_4226287,0,0,1,0,0,0,0,0,0,1,0,2023-04-29,0,0.0,0.0,0.0
TXN_9868053,0,0,0,1,0,0,0,0,0,0,1,2023-03-12,0,0.5,0.5,0.3333333333333333
TXN_2570829,0,0,0,1,0,0,0,0,1,0,0,2023-03-31,1,0.0,0.5,0.08333333333333333
TXN_7433531,0,0,0,0,0,1,0,0,1,0,0,2023-08-16,1,0.25,0.75,0.29166666666666663
TXN_5190685,0,0,1,0,0,0,0,0,1,0,0,2023-11-12,1,0.75,0.0,0.125
TXN_4526296,0,0,0,0,0,0,1,0,0,1,0,2023-11-23,1,1.0,0.75,0.7916666666666666
TXN_5137315,0,0,0,0,1,0,0,0,0,1,0,2023-01-05,0,1.0,1.0,1.0
TXN_6513435,0,0,0,1,0,0,0,0,0,0,1,2023-08-16,1,0.5,0.5,0.3333333333333333
TXN_8337899,0,0,1,0,0,0,0,0,0,0,1,2023-11-10,0,0.0,0.0,0.0
TXN_2245787,0,0,0,0,1,0,0,0,0,0,1,2023-10-29,1,0.75,1.0,0.7916666666666666
TXN_9203396,0,1,0,0,0,0,0,0,0,0,1,2023-01-08,0,1.0,0.25,0.375
TXN_9352671,0,0,0,0,0,1,0,0,1,0,0,2023-02-10,1,0.25,0.75,0.29166666666666663
TXN_6391414,0,0,0,0,0,0,1,0,1,0,0,2023-05-08,0,0.75,0.75,0.625
TXN_2613440,0,0,0,1,0,0,0,0,0,1,0,2023-04-15,0,0.5,0.5,0.3333333333333333
TXN_5632564,0,0,1,0,0,0,0,0,0,1,0,2023-11-04,0,0.0,0.0,0.0
TXN_4175122,0,1,0,0,0,0,0,0,0,0,1,2023-09-29,0,0.75,0.25,0.29166666666666663
TXN_3475075,1,0,0,0,0,0,0,0,1,0,0,2023-12-28,1,0.5,0.5,0.3333333333333333
TXN_4759797,0,0,0,0,1,0,0,0,0,0,1,2023-08-17,0,0.5,1.0,0.5833333333333333
TXN_4704439,0,1,0,0,0,0,0,0,1,0,0,2023-06-14,0,0.5,0.25,0.20833333333333331
TXN_3292043,0,0,1,0,0,0,0,0,0,0,1,2023-11-19,0,1.0,0.0,0.16666666666666666
TXN_2666340,1,0,0,0,0,0,0,0,1,0,0,2023-09-29,1,0.25,0.5,0.20833333333333331
TXN_8004162,0,0,0,0,1,0,0,0,1,0,0,2023-11-04,1,1.0,1.0,1.0
TXN_6539480,1,0,0,0,0,0,0,0,1,0,0,2023-08-25,1,1.0,0.5,0.5833333333333333
TXN_1993002,1,0,0,0,0,0,0,0,1,0,0,2023-03-30,1,0.75,0.5,0.4583333333333333
TXN_5024094,0,0,0,0,0,0,0,1,0,1,0,2023-02-20,1,0.0,0.125,0.020833333333333332
TXN_7399898,0,0,0,1,0,0,0,0,1,0,0,2023-02-19,1,0.5,0.5,0.3333333333333333
TXN_7675213,0,0,0,0,0,1,0,0,0,0,1,2023-03-08,0,0.25,0.75,0.29166666666666663
TXN_5180728,0,0,0,0,0,0,0,1,0,0,1,2023-09-01,0,0.25,0.125,0.08333333333333333
TXN_1442791,0,0,0,0,0,0,0,1,1,0,0,2023-03-23,1,0.0,0.125,0.020833333333333332
TXN_7169607,1,0,0,0,0,0,0,0,0,1,0,2023-04-10,1,0.25,0.5,0.20833333333333331
TXN_8157817,0,0,0,0,0,0,0,1,0,1,0,2023-08-30,1,0.25,0.125,0.08333333333333333
TXN_9105544,0,0,0,0,0,0,0,1,0,1,0,2023-07-08,0,0.5,0.125,0.14583333333333331
TXN_7620529,0,0,0,0,0,1,0,0,1,0,0,2023-08-08,0,0.25,0.75,0.29166666666666663
TXN_1491670,0,0,0,1,0,0,0,0,0,1,0,2023-06-28,1,1.0,0.5,0.5833333333333333
TXN_8041777,1,0,0,0,0,0,0,0,1,0,0,2023-11-23,0,0.0,0.5,0.08333333333333333
TXN_2366464,0,0,0,1,0,0,0,0,1,0,0,2023-06-05,1,0.0,0.5,0.08333333333333333
TXN_7994275,0,0,0,0,0,0,1,0,0,1,0,2023-09-18,0,0.5,0.75,0.4583333333333333
TXN_6034920,0,0,1,0,0,0,0,0,0,1,0,2023-09-09,0,0.0,0.0,0.0
TXN_4673812,0,0,1,0,0,0,0,0,0,0,1,2023-05-01,1,0.25,0.0,0.041666666666666664
TXN_3577949,1,0,0,0,0,0,0,0,0,1,0,2023-04-25,1,0.5,0.5,0.3333333333333333
TXN_4503560,1,0,0,0,0,0,0,0,0,0,1,2023-02-21,0,1.0,0.5,0.5833333333333333
TXN_6543620,0,0,1,0,0,0,0,0,1,0,0,2023-04-08,1,0.25,0.0,0.041666666666666664
TXN_5071222,0,0,1,0,0,0,0,0,0,0,1,2023-10-25,0,1.0,0.0,0.16666666666666666
TXN_1605048,1,0,0,0,0,0,0,0,1,0,0,2023-03-16,1,0.75,0.5,0.4583333333333333
TXN_9907306,0,0,1,0,0,0,0,0,0,0,1,2023-09-06,1,0.5,0.0,0.08333333333333333
TXN_2401829,0,0,0,0,0,0,1,0,0,0,1,2023-02-07,1,1.0,0.75,0.7916666666666666
TXN_8359674,0,0,0,0,1,0,0,0,0,1,0,2023-10-16,1,0.5,1.0,0.5833333333333333
TXN_1937611,0,0,0,0,0,0,0,1,0,1,0,2023-11-02,1,0.25,0.125,0.08333333333333333
TXN_5438111,0,0,0,0,0,0,1,0,1,0,0,2023-01-06,0,0.5,0.75,0.4583333333333333
TXN_1442771,1,0,0,0,0,0,0,0,1,0,0,2023-04-25,0,0.0,0.5,0.08333333333333333
TXN_5793057,0,0,0,0,0,1,0,0,0,1,0,2023-02-25,0,0.5,0.75,0.4583333333333333
TXN_1778597,0,0,1,0,0,0,0,0,1,0,0,2023-09-28,0,0.5,0.0,0.08333333333333333
TXN_4076631,1,0,0,0,0,0,0,0,1,0,0,2023-07-21,0,0.75,0.5,0.4583333333333333
TXN_1660757,1,0,0,0,0,0,0,0,0,0,1,2023-11-08,1,0.75,0.5,0.4583333333333333
TXN_7540909,0,0,0,0,0,0,0,1,0,0,1,2023-02-20,1,0.25,0.125,0.08333333333333333
TXN_1469462,1,0,0,0,0,0,0,0,0,1,0,2023-09-05,1,0.0,0.5,0.08333333333333333
TXN_4745094,0,0,0,0,0,0,0,1,0,1,0,2023-12-05,1,1.0,0.125,0.2708333333333333
TXN_3711712,0,0,0,0,1,0,0,0,0,0,1,2023-08-20,0,1.0,1.0,1.0
TXN_7909509,0,0,0,0,0,0,1,0,0,0,1,2023-10-10,1,0.5,0.75,0.4583333333333333
TXN_8577850,0,0,0,0,0,0,0,1,0,0,1,2023-07-10,1,0.5,0.125,0.14583333333333331
TXN_1268480,0,0,0,0,1,0,0,0,1,0,0,2023-04-18,0,1.0,1.0,1.0
TXN_6579974,0,0,0,0,0,1,0,0,0,0,1,2023-05-10,0,1.0,0.75,0.7916666666666666
TXN_6957331,0,0,0,1,0,0,0,0,0,0,1,2023-01-23,1,0.5,0.5,0.3333333333333333
TXN_7796731,0,0,0,1,0,0,0,0,1,0,0,2023-06-09,0,0.25,0.5,0.20833333333333331
TXN_7218914,0,0,0,0,1,0,0,0,0,0,1,2023-01-11,0,0.0,1.0,0.16666666666666666
TXN_4869107,0,0,0,0,0,0,1,0,0,0,1,2023-01-30,0,0.5,0.75,0.4583333333333333
TXN_2027203,0,1,0,0,0,0,0,0,0,1,0,2023-07-15,0,0.5,0.25,0.20833333333333331
TXN_6149748,0,0,0,0,1,0,0,0,0,1,0,2023-07-06,1,0.5,1.0,0.5833333333333333
TXN_1633563,0,0,0,0,0,0,1,0,0,0,1,2023-02-05,0,0.75,0.75,0.625
TXN_3088330,0,0,0,0,0,0,0,1,0,0,1,2023-12-08,0,1.0,0.125,0.2708333333333333
TXN_5001766,0,0,0,0,0,0,1,0,0,0,1,2023-05-24,0,0.0,0.75,0.125
TXN_5634960,0,0,0,0,0,0,0,1,0,1,0,2023-09-06,1,0.25,0.125,0.08333333333333333
TXN_6280724,0,1,0,0,0,0,0,0,0,1,0,2023-05-02,0,0.5,0.25,0.20833333333333331
TXN_7650834,0,0,0,0,1,0,0,0,1,0,0,2023-10-29,1,0.25,1.0,0.375
TXN_4107857,0,0,0,0,0,0,0,1,0,1,0,2023-01-29,1,0.0,0.125,0.020833333333333332
TXN_2052771,0,0,0,0,0,0,0,1,0,0,1,2023-09-12,1,0.75,0.125,0.20833333333333331
TXN_4635037,0,0,0,1,0,0,0,0,0,0,1,2023-05-17,0,0.0,0.5,0.08333333333333333
TXN_2160119,0,0,0,0,0,1,0,0,1,0,0,2023-12-27,0,1.0,0.75,0.7916666666666666
TXN_9103776,0,0,0,0,0,0,0,1,0,1,0,2023-05-03,0,0.75,0.125,0.20833333333333331
TXN_7538221,1,0,0,0,0,0,0,0,0,1,0,2023-03-31,1,1.0,0.5,0.5833333333333333
TXN_4565754,0,0,0,0,0,0,1,0,0,0,1,2023-10-06,1,0.0,0.75,0.29166666666666663
TXN_8807333,0,0,0,0,0,1,0,0,0,0,1,2023-03-18,0,1.0,0.75,0.7916666666666666
TXN_8006056,0,0,0,1,0,0,0,0,0,1,0,2023-12-19,1,0.75,0.5,0.4583333333333333
TXN_2216532,0,0,0,0,0,0,0,1,1,0,0,2023-12-27,1,0.5,0.125,0.14583333333333331
TXN_6553720,0,1,0,0,0,0,0,0,0,1,0,2023-02-02,0,0.75,0.25,0.29166666666666663
TXN_5828907,0,0,1,0,0,0,0,0,0,0,1,2023-05-13,1,1.0,0.0,0.16666666666666666
TXN_2336248,1,0,0,0,0,0,0,0,0,0,1,2023-10-19,1,1.0,0.5,0.5833333333333333
TXN_3321611,0,0,0,0,0,1,0,0,0,1,0,2023-09-09,1,0.5,0.75,0.4583333333333333
TXN_6022618,0,0,0,0,0,0,1,0,0,0,1,2023-12-18,0,0.0,0.75,0.125
TXN_1665810,0,0,0,0,0,1,0,0,0,0,1,2023-02-26,0,1.0,0.75,0.7916666666666666
TXN_1399696,1,0,0,0,0,0,0,0,1,0,0,2023-04-08,0,1.0,0.5,0.5833333333333333
TXN_9154381,0,0,1,0,0,0,0,0,0,1,0,2023-04-21,0,0.25,0.0,0.041666666666666664
TXN_5333966,0,0,0,1,0,0,0,0,0,1,0,2023-06-11,0,0.75,0.5,0.4583333333333333
TXN_8361813,0,0,1,0,0,0,0,0,1,0,0,2023-08-01,0,0.5,0.0,0.08333333333333333
TXN_9841222,0,0,0,0,0,1,0,0,0,1,0,2023-04-23,1,1.0,0.75,0.7916666666666666
TXN_4754346,0,0,0,1,0,0,0,0,0,1,0,2023-08-31,0,0.75,0.5,0.4583333333333333
TXN_5910268,0,0,0,0,1,0,0,0,1,0,0,2023-07-04,1,0.75,1.0,0.7916666666666666
TXN_9433806,0,1,0,0,0,0,0,0,0,1,0,2023-08-21,1,0.0,0.25,0.041666666666666664
TXN_5227574,0,0,0,1,0,0,0,0,0,0,1,2023-04-10,1,0.75,0.5,0.4583333333333333
TXN_5485774,0,1,0,0,0,0,0,0,0,1,0,2023-07-20,1,0.25,0.25,0.125
TXN_6504165,0,0,0,1,0,0,0,0,1,0,0,2023-02-13,1,0.5,0.5,0.3333333333333333
TXN_6297232,0,1,0,0,0,0,0,0,1,0,0,2023-04-07,0,0.25,0.25,0.125
TXN_2391659,0,0,0,0,0,0,0,1,1,0,0,2023-02-16,1,1.0,0.125,0.2708333333333333
TXN_8964493,0,0,0,0,0,0,1,0,1,0,0,2023-02-10,0,0.0,0.75,0.125
TXN_1931832,0,0,0,0,0,0,1,0,0,1,0,2023-05-07,0,0.75,0.75,0.625
TXN_4939667,0,0,0,0,1,0,0,0,1,0,0,2023-01-23,1,0.0,1.0,0.16666666666666666
TXN_7126803,0,0,0,0,0,1,0,0,0,0,1,2023-05-24,1,1.0,0.75,0.7916666666666666
TXN_9649878,1,0,0,0,0,0,0,0,1,0,0,2023-12-24,1,1.0,0.5,0.5833333333333333
TXN_5086063,0,0,0,1,0,0,0,0,0,0,1,2023-09-28,1,0.5,0.5,0.3333333333333333
TXN_5026564,0,0,0,0,0,0,1,0,1,0,0,2023-09-12,0,0.5,0.75,0.4583333333333333
TXN_9680054,1,0,0,0,0,0,0,0,0,0,1,2023-03-14,0,0.5,0.5,0.3333333333333333
TXN_7299015,0,1,0,0,0,0,0,0,0,0,1,2023-12-02,1,1.0,0.25,0.375
TXN_6040824,0,0,0,0,0,1,0,0,1,0,0,2023-01-07,0,0.0,0.75,0.125
TXN_4520062,0,0,0,0,0,0,0,1,0,0,1,2023-01-10,0,0.25,0.125,0.08333333333333333
TXN_5889049,0,0,1,0,0,0,0,0,0,1,0,2023-07-14,0,0.25,0.0,0.041666666666666664
TXN_1177438,0,0,0,0,1,0,0,0,1,0,0,2023-08-21,1,0.75,1.0,0.7916666666666666
TXN_6345691,0,0,0,0,0,0,1,0,0,1,0,2023-09-03,0,1.0,0.75,0.7916666666666666
TXN_6523635,0,0,0,0,1,0,0,0,1,0,0,2023-04-22,1,0.25,1.0,0.375
TXN_7494217,0,0,1,0,0,0,0,0,1,0,0,2023-12-09,0,0.0,0.0,0.0
